match_id,game_time,patch,queue_id,puuid,placement,level,gold_left,status,traits,units
NA1_5259042643,2025-04-03 23:12:29.254000+00:00,15.7,1100,aFvbv7iDV9rKoBy2jMBNJMpym3YjzbUbVXDrhh897OvaTWZI84Mf9X2eAlMOmDtdRnzX0H3XVvPAuA,2,9,1,ok,"TFT14_AnimaSquad-0,TFT14_Bruiser-0,TFT14_Controller-3,TFT14_Cyberboss-1,TFT14_HotRod-0,TFT14_Immortal-1,TFT14_Netgod-1,TFT14_StreetDemon-1,TFT14_Supercharge-3,TFT14_Techie-0,TFT14_ViegoUniqueTrait-1","NidaleeCougar-1,Ekko-2,Yuumi-2,Neeko-2,Ziggs-2,Annie-2,Samira-2,Garen-2,Kobuko-1,Viego-1,Garen-2"
NA1_5259042643,2025-04-03 23:12:29.254000+00:00,15.7,1100,kNUFxlH4Qmpdbd-0Tz0P-YIzHUzfDZCC2lvyi5TMrFLJCpmWIV6DSq5MLneqCYicRAOR9ADNnKL0yQ,7,9,18,ok,"TFT14_Armorclad-0,TFT14_BallisTek-0,TFT14_Bruiser-3,TFT14_Cyberboss-0,TFT14_Divinicorp-2,TFT14_EdgeRunner-0,TFT14_Mob-0,TFT14_Netgod-1,TFT14_Overlord-1,TFT14_StreetDemon-0,TFT14_Strong-0,TFT14_Swift-0,TFT14_Techie-0","DrMundo-1,Darius-2,Mordekaiser-2,Gragas-2,Zeri-2,Chogath-2,Renekton-2,Garen-2,Kobuko-1"
NA1_5259042643,2025-04-03 23:12:29.254000+00:00,15.7,1100,mHTILPuAGVm0elcnnScCOCuxETxwchR-RECEUtCyC6A5K8Mbxlzi1pDNYca0tTlz1rOdtn5nH-biHQ,4,10,1,ok,"TFT14_AnimaSquad-0,TFT14_Bruiser-1,TFT14_Controller-4,TFT14_Cyberboss-1,TFT14_HotRod-0,TFT14_Immortal-0,TFT14_StreetDemon-2,TFT14_Strong-0,TFT14_Suits-0,TFT14_Supercharge-3","DrMundo-2,NidaleeCougar-2,Ekko-2,LeBlanc-1,Yuumi-2,Neeko-2,Ziggs-1,Annie-2,Samira-2,Kobuko-2"
NA1_5259042643,2025-04-03 23:12:29.254000+00:00,15.7,1100,adSerfPPuj5M2Ni1ytscpAtsJN8kZwi51KrWDnaPX2KI0dEPzDtLFMBt0oWb5c0UO14SsJdq6d4fVw,8,7,0,ok,"TFT14_Armorclad-1,TFT14_EdgeRunner-1,TFT14_HotRod-2,TFT14_Marksman-1,TFT14_Supercharge-1,TFT14_Swift-0,TFT14_Techie-0,TFT14_Thirsty-1","NidaleeCougar-3,Kindred-2,Shyvana-2,Jhin-3,Naafiri-3,Elise-2,Sejuani-1,SummonLevel2-2"
NA1_5258921399,2025-04-03 19:47:38.900000+00:00,15.7,1100,XG-7n0eB1ndhQ9C7SGU3Lkou1BCCgMh6NyKcA4uyc-KadRliodXR7g3KiemporjUDilm3y6wl4VJVA,4,8,1,ok,"TFT14_BallisTek-2,TFT14_Bruiser-3,TFT14_Divinicorp-1,TFT14_EdgeRunner-0,TFT14_Immortal-0,TFT14_Mob-0,TFT14_StreetDemon-0,TFT14_Swift-0,TFT14_Techie-2","Alistar-2,KogMaw-1,Darius-2,Mordekaiser-3,Fiddlesticks-3,Gragas-3,Brand-2,Chogath-2"
NA1_5258921399,2025-04-03 19:47:38.900000+00:00,15.7,1100,rC9fkNsc87GwPDWnjQugEwcbmONnmQM7nKHt9O1thwtLKeVjRh4xMta5sUbAhFrmVIU6DVAIqMQJLw,7,9,1,ok,"TFT14_Armorclad-0,TFT14_Bruiser-3,TFT14_Cyberboss-0,TFT14_Divinicorp-2,TFT14_EdgeRunner-1,TFT14_Immortal-0,TFT14_Mob-0,TFT14_StreetDemon-0,TFT14_Strong-1,TFT14_Swift-1,TFT14_Techie-0,TFT14_Virus-1","DrMundo-1,Alistar-1,Darius-1,Mordekaiser-1,Gragas-2,Sejuani-1,Zeri-2,Zac-2,Kobuko-2"
NA1_5258921399,2025-04-03 19:47:38.900000+00:00,15.7,1100,lViikX5gSN_N71N9YhEb3uayPTBXqPRIyjJFP6XHJWfoNnt5VCz7mybSeWmAj0HrC-dOFZQOOZE3kQ,1,9,9,ok,"TFT14_AnimaSquad-0,TFT14_BallisTek-1,TFT14_Bruiser-1,TFT14_Cyberboss-0,TFT14_Mob-3,TFT14_Strong-0,TFT14_Swift-1,TFT14_Techie-0,TFT14_Thirsty-0,TFT14_Vanguard-1","Shaco-2,KogMaw-2,TwistedFate-3,Darius-2,Skarner-2,Braum-3,MissFortune-2,Leona-2,Kobuko-2"
NA1_5258921399,2025-04-03 19:47:38.900000+00:00,15.7,1100,ZvMufSN4H_LXhlSfHFK022u82YpSO8Ym9RW3X0zN7UR2Zf02ZeP1zKcFALdnmJpL9cXhYcAa5HGfSg,2,9,1,ok,"TFT14_AnimaSquad-4,TFT14_Armorclad-1,TFT14_Controller-2,TFT14_Divinicorp-1,TFT14_Marksman-0,TFT14_Overlord-1,TFT14_StreetDemon-0,TFT14_Supercharge-0,TFT14_Techie-1,TFT14_Thirsty-0,TFT14_Vanguard-1","Sylas-2,Seraphine-2,Illaoi-2,Yuumi-2,Neeko-1,Xayah-2,Leona-2,Renekton-1,Aurora-2"
NA1_5258921399,2025-04-03 19:47:38.900000+00:00,15.7,1100,nBknx4uGUK7Rn195nfDBgOtMW-wz7o2yZFqSLVEWNdO8pyKXvnKsQewMhlNMF6btWBmX26EQuJlIYg,8,7,6,ok,"TFT14_Controller-1,TFT14_Cutter-4,TFT14_Divinicorp-1,TFT14_EdgeRunner-0,TFT14_Immortal-0,TFT14_Mob-0,TFT14_Netgod-1,TFT14_StreetDemon-1,TFT14_Strong-0","Ekko-2,Graves-2,Rengar-3,Varus-3,Neeko-1,Vex-2,Garen-1"
NA1_5258921399,2025-04-03 19:47:38.900000+00:00,15.7,1100,HJd1n-NAsUj07Xgmbm6hTvWsON7zY8fKwb3PNerclNvaK0jbNoFsENmrch1ltpqWLbV_Qz8_EqweZw,5,10,11,ok,"TFT14_Armorclad-0,TFT14_BallisTek-0,TFT14_Bruiser-1,TFT14_Cutter-4,TFT14_Divinicorp-5,TFT14_Immortal-2,TFT14_Overlord-1,TFT14_StreetDemon-0,TFT14_Strong-0,TFT14_Thirsty-1,TFT14_Vanguard-1","Morgana-1,Alistar-2,Graves-2,Rhaast-2,Rengar-2,Jarvan-2,Gragas-2,Vex-2,Renekton-2,Urgot-2"
NA1_5258921399,2025-04-03 19:47:38.900000+00:00,15.7,1100,N7KaUVwbantojX9B_EO-G_K1F5dNZw7r-krD8Y9j4rUZvYTOdwU5iFuzrBPvbB9r2972eC9IPRspLA,3,10,0,ok,"TFT14_AnimaSquad-0,TFT14_BallisTek-0,TFT14_Bruiser-1,TFT14_Controller-3,TFT14_Cyberboss-1,TFT14_EdgeRunner-0,TFT14_Immortal-1,TFT14_StreetDemon-2,TFT14_Supercharge-2,TFT14_Techie-2,TFT14_ViegoUniqueTrait-1","Ekko-2,Mordekaiser-2,Yuumi-2,Neeko-2,Brand-2,Ziggs-2,Annie-2,Samira-2,Kobuko-2,Viego-2,Skarner-2"
NA1_5258921399,2025-04-03 19:47:38.900000+00:00,15.7,1100,XrGejidmCCpDfwehNoUmeYhixrNfcWPumeTrNrN5k1Ldf35oieHB_moAFeWp9AzJlzKgDc3jGPFn_A,6,9,4,ok,"TFT14_AnimaSquad-0,TFT14_Bruiser-0,TFT14_Cutter-0,TFT14_Divinicorp-7,TFT14_Mob-0,TFT14_Netgod-1,TFT14_Strong-0,TFT14_Techie-0,TFT14_Thirsty-2,TFT14_Vanguard-1,TFT14_Virus-1","Morgana-2,Rhaast-2,Braum-2,Senna-2,Gragas-1,Vex-2,Zac-2,Garen-1,Aurora-1"
NA1_5258902324,2025-04-03 19:13:47.660000+00:00,15.7,1100,hEbVFqjiDRNO4dpTgti71GSn9O1haDIo0aVowjg3OMItSY7s59HZUQUbU2yKzhWxodmxcelt6W_2Ew,6,8,1,ok,"TFT14_AnimaSquad-0,TFT14_Armorclad-0,TFT14_Bruiser-0,TFT14_Cutter-0,TFT14_Divinicorp-5,TFT14_Immortal-0,TFT14_Overlord-1,TFT14_Strong-2,TFT14_Suits-0,TFT14_Vanguard-1","Vayne-2,Rhaast-2,Senna-2,Jarvan-2,Gragas-2,Vex-2,Zed-2,Renekton-2"
NA1_5258902324,2025-04-03 19:13:47.660000+00:00,15.7,1100,qed0Y3JT50HzvYyxyDP_hAO1JEgCSZmAh5POGguUFF6O7TsAq8Ya5DY8lYFOVLwO6AHHLofkFNxQIw,1,10,11,ok,"TFT14_AnimaSquad-0,TFT14_Bruiser-1,TFT14_Controller-3,TFT14_Cyberboss-1,TFT14_EdgeRunner-0,TFT14_Immortal-1,TFT14_StreetDemon-1,TFT14_Supercharge-2,TFT14_Techie-1,TFT14_ViegoUniqueTrait-1,TFT14_Virus-1","Ekko-2,Mordekaiser-2,Yuumi-2,Neeko-2,Ziggs-2,Annie-2,Samira-2,Zac-2,Kobuko-2,Viego-2,Sylas-2"
NA1_5258902324,2025-04-03 19:13:47.660000+00:00,15.7,1100,rC9fkNsc87GwPDWnjQugEwcbmONnmQM7nKHt9O1thwtLKeVjRh4xMta5sUbAhFrmVIU6DVAIqMQJLw,4,9,1,ok,"TFT14_AnimaSquad-1,TFT14_BallisTek-0,TFT14_Divinicorp-1,TFT14_EdgeRunner-0,TFT14_Immortal-1,TFT14_Marksman-2,TFT14_Mob-0,TFT14_Strong-0,TFT14_Swift-0,TFT14_Thirsty-1,TFT14_Vanguard-3","Jhin-2,Rhaast-2,Skarner-2,Braum-2,Jarvan-1,Xayah-2,Leona-2,Aphelios-2,Aurora-2"
NA1_5258902324,2025-04-03 19:13:47.660000+00:00,15.7,1100,7hglApQ3xIEjlwTHlppTlp2pZS9eO-ZoBTg2XOzReKGW2hm_8SwbrQx6ycYSrLnck2jMf3Yd7RCj1A,3,9,4,ok,"TFT14_AnimaSquad-1,TFT14_EdgeRunner-0,TFT14_Immortal-1,TFT14_Marksman-2,TFT14_Mob-0,TFT14_Netgod-1,TFT14_StreetDemon-0,TFT14_Strong-0,TFT14_Thirsty-0,TFT14_Vanguard-2","Sylas-2,Jhin-2,Jinx-2,Braum-2,Jarvan-2,Xayah-2,Leona-2,Aphelios-2,Garen-2,Leona-2"
NA1_5258902324,2025-04-03 19:13:47.660000+00:00,15.7,1100,_nzgh1xn26lXz61j3OSN7i0dtIyeWkO73q8Zrq5l_OzSYRZp0bCjqZ4shj91YAY8I3zMTgAi77DXgw,2,9,1,ok,"TFT14_AnimaSquad-0,TFT14_Armorclad-1,TFT14_EdgeRunner-1,TFT14_HotRod-2,TFT14_Marksman-1,TFT14_Mob-0,TFT14_Supercharge-1,TFT14_Swift-0,TFT14_Techie-0,TFT14_Thirsty-3","NidaleeCougar-3,Kindred-3,Jax-3,Shyvana-3,Jhin-3,Naafiri-2,Elise-2,MissFortune-1,Aurora-1,SummonLevel4-4"
NA1_5258902324,2025-04-03 19:13:47.660000+00:00,15.7,1100,kwrT6PK22PWPPRPWh9bDLsnwuCVMUngfoj6QyEvLKumS15csO6MxzyqWfI3aAMosQ1tblxhAn88-1g,8,9,19,ok,"TFT14_AnimaSquad-0,TFT14_Divinicorp-1,TFT14_EdgeRunner-0,TFT14_Immortal-1,TFT14_Marksman-2,TFT14_Netgod-1,TFT14_StreetDemon-0,TFT14_Techie-0,TFT14_Thirsty-0,TFT14_Vanguard-1,TFT14_ViegoUniqueTrait-1,TFT14_Virus-1","Jhin-2,Rhaast-1,Jinx-1,Xayah-1,Leona-1,Aphelios-2,Zac-1,Garen-2,Viego-2"
NA1_5258902324,2025-04-03 19:13:47.660000+00:00,15.7,1100,Y9A1J0GOyFcdvuta3WETBqp01Yd7KhAPdDM3fI3c1rEDmzPVoV_p9uTZwLbuk_PCzRS8xRSb_3yi-Q,7,7,43,ok,"TFT14_BallisTek-1,TFT14_Bruiser-1,TFT14_Divinicorp-1,TFT14_Mob-2,TFT14_Swift-1,TFT14_Thirsty-0,TFT14_Vanguard-1","KogMaw-2,TwistedFate-2,Darius-3,Skarner-2,Braum-1,Gragas-2,MissFortune-1"
NA1_5258902324,2025-04-03 19:13:47.660000+00:00,15.7,1100,KjZbbTrECCHhDEplAXwUFv6yX9cA54ZcSNkAoZ6HkmnfycLwtbxpGs6WPoeYRtC4JIu6oTUaw9p66A,5,7,7,ok,"TFT14_AnimaSquad-0,TFT14_Cutter-2,TFT14_Divinicorp-1,TFT14_EdgeRunner-0,TFT14_Immortal-1,TFT14_Mob-0,TFT14_StreetDemon-0,TFT14_Strong-0,TFT14_Vanguard-2","Graves-3,Rhaast-2,Rengar-3,Braum-2,Varus-3,Jarvan-2,Leona-2"
NA1_5258831468,2025-04-03 16:37:19.051000+00:00,15.7,1100,O0DfuYpVJuPHTWOL7HHZLdWwoy64ptlaluglM4Bk-0lwZHU0Rkw8cKLa9HKBPlSlQj2V02uqNgvEsQ,2,9,7,ok,"TFT14_AnimaSquad-1,TFT14_Divinicorp-1,TFT14_EdgeRunner-0,TFT14_Immortal-1,TFT14_Marksman-2,TFT14_Netgod-1,TFT14_StreetDemon-0,TFT14_Strong-0,TFT14_Thirsty-0,TFT14_Vanguard-3","Sylas-2,Jhin-2,Rhaast-2,Jinx-2,Jarvan-2,Xayah-2,Leona-2,Aphelios-2,Garen-2"
NA1_5258831468,2025-04-03 16:37:19.051000+00:00,15.7,1100,mwc2fICLhCGDHPtXWUv_MFrT9fod9GEfoiZtpPhsfywsbXHHyo8mYpI2FQQnOkeMOBwqqp9XF-Zp9Q,7,7,7,ok,"TFT14_AnimaSquad-0,TFT14_Bruiser-1,TFT14_Controller-3,TFT14_Cyberboss-1,TFT14_Immortal-0,TFT14_Mob-0,TFT14_StreetDemon-0,TFT14_Suits-0,TFT14_Supercharge-1","LeBlanc-2,Darius-1,Yuumi-3,Neeko-2,Ziggs-1,Annie-1,Kobuko-1"
NA1_5258831468,2025-04-03 16:37:19.051000+00:00,15.7,1100,rC9fkNsc87GwPDWnjQugEwcbmONnmQM7nKHt9O1thwtLKeVjRh4xMta5sUbAhFrmVIU6DVAIqMQJLw,1,9,3,ok,"TFT14_AnimaSquad-0,TFT14_Bruiser-1,TFT14_Controller-4,TFT14_Cyberboss-1,TFT14_EdgeRunner-0,TFT14_StreetDemon-1,TFT14_Suits-0,TFT14_Supercharge-0,TFT14_Techie-1,TFT14_Virus-1","Ekko-2,LeBlanc-2,Mordekaiser-3,Yuumi-2,Neeko-2,Brand-2,Ziggs-2,Zac-2,Kobuko-2"
NA1_5258831468,2025-04-03 16:37:19.051000+00:00,15.7,1100,5JWzR7eK5O9WRpmKTiYFKlT8vsi8RsvQ6z7gGnpiq2kUUadwwdTNswv3wAlgGs37udFyObNoCtfYMw,3,9,2,ok,"TFT14_AnimaSquad-0,TFT14_BallisTek-0,TFT14_Bruiser-1,TFT14_Controller-3,TFT14_Cutter-0,TFT14_Cyberboss-0,TFT14_Immortal-0,TFT14_StreetDemon-3,TFT14_Strong-0,TFT14_Supercharge-1,TFT14_Techie-1,TFT14_ViegoUniqueTrait-1","DrMundo-2,Ekko-2,Rengar-2,Yuumi-2,Neeko-1,Brand-2,Ziggs-2,Chogath-1,Samira-2,Viego-1"
NA1_5258831468,2025-04-03 16:37:19.051000+00:00,15.7,1100,L3vpuYVij6CGg0zvCL1nV7VRu9sam2ywwTtv522Tpcst-MyLqGUDcV0_p3KyMVl7485Zle3vvy8rJQ,6,7,0,ok,"TFT14_BallisTek-1,TFT14_Bruiser-0,TFT14_Mob-2,TFT14_Strong-0,TFT14_Swift-1,TFT14_Thirsty-0,TFT14_Vanguard-1","Shaco-2,KogMaw-2,TwistedFate-3,Darius-2,Skarner-3,Braum-2,MissFortune-1"
NA1_5258831468,2025-04-03 16:37:19.051000+00:00,15.7,1100,UYcH7wPQPc7NvDmRyWdn-tceoLnD5moAGqDuZqs-B2qiFmhod9XrB4XzaIYlHpJBq7Hn5hIqzJwXZg,5,9,2,ok,"TFT14_AnimaSquad-0,TFT14_Bruiser-1,TFT14_Controller-3,TFT14_Cyberboss-1,TFT14_EdgeRunner-0,TFT14_Immortal-1,TFT14_StreetDemon-1,TFT14_Suits-0,TFT14_Supercharge-2,TFT14_Techie-1,TFT14_ViegoUniqueTrait-1","LeBlanc-2,Mordekaiser-2,Yuumi-1,Neeko-2,Brand-2,Ziggs-1,Annie-2,Samira-1,Kobuko-2,Viego-1,Alistar-1"
NA1_5258831468,2025-04-03 16:37:19.051000+00:00,15.7,1100,iIgTcZQ7Qycdy3blbl87AlMOuL8mBbLgWRU7RRSNbaDPQeG62zfVjPjGAunH7h0PuBbgoqwLjIq7cQ,4,9,53,ok,"TFT14_AnimaSquad-1,TFT14_Divinicorp-1,TFT14_EdgeRunner-0,TFT14_Immortal-1,TFT14_Marksman-2,TFT14_StreetDemon-0,TFT14_Strong-0,TFT14_Thirsty-0,TFT14_Vanguard-2,TFT14_Virus-1","Sylas-2,Jhin-2,Rhaast-2,Jinx-2,Jarvan-2,Xayah-2,Leona-2,Aphelios-2,Zac-2"
NA1_5258831468,2025-04-03 16:37:19.051000+00:00,15.7,1100,C8Vsw-Pg5tDMLNXrpTlHjSxaoBh1MdVdL67yj3k2Rqz8TskEvQZPwHI6PKb1gYbnNHQvbwKUNbUQVQ,8,7,64,ok,"TFT14_AnimaSquad-1,TFT14_Armorclad-1,TFT14_Controller-0,TFT14_StreetDemon-0,TFT14_Suits-0,TFT14_Supercharge-0,TFT14_Techie-1,TFT14_Vanguard-1","Zyra-2,Sylas-1,Vi-1,Illaoi-1,Galio-1,Yuumi-2,Brand-1"
NA1_5258822957,2025-04-03 16:02:21.528000+00:00,15.7,1100,-LeR2VFqRKsn2BzCguQjFxBgSAkeLM35ty4LHGcLueeuHSYec3Y2o-8mUmaweq7LJyYr130nG8LeGw,2,9,0,ok,"TFT14_AnimaSquad-0,TFT14_Armorclad-0,TFT14_BallisTek-0,TFT14_Bruiser-1,TFT14_Cyberboss-1,TFT14_EdgeRunner-0,TFT14_HotRod-0,TFT14_Immortal-0,TFT14_StreetDemon-0,TFT14_Techie-4,TFT14_ViegoUniqueTrait-1","Zyra-2,Seraphine-2,Veigar-2,Shyvana-2,Mordekaiser-2,Fiddlesticks-2,Brand-2,Kobuko-2,Viego-2,Leona-2"
NA1_5258822957,2025-04-03 16:02:21.528000+00:00,15.7,1100,wM9bxPinevgy7h4iWUSBlkB3Rxx68Dn9x3BAf0tQrUkfW_JxmCQfOKGaMffJ7ZciNVulnh_ZFSc52g,1,8,54,ok,"TFT14_AnimaSquad-0,TFT14_Armorclad-1,TFT14_Divinicorp-2,TFT14_EdgeRunner-0,TFT14_Immortal-1,TFT14_Marksman-1,TFT14_Mob-0,TFT14_Overlord-1,TFT14_Strong-0,TFT14_Vanguard-2","Rhaast-2,Braum-3,Jarvan-2,Xayah-2,Sejuani-2,Leona-2,Aphelios-2,Renekton-2"
NA1_5258822957,2025-04-03 16:02:21.528000+00:00,15.7,1100,G78W6sy8f-ZIB5EuZ77EsUTMJ2uswjr_6YO1GtgQY74yDYM3HKF_WhAN7vU7tdAB1tfaA8F8U8CSYg,6,8,0,ok,"TFT14_Armorclad-1,TFT14_Divinicorp-1,TFT14_EdgeRunner-1,TFT14_Netgod-1,TFT14_Strong-1,TFT14_Suits-1,TFT14_Swift-1","Jax-2,Draven-2,Senna-2,Galio-2,Zed-2,Sejuani-1,Zeri-1,Garen-2"
NA1_5258822957,2025-04-03 16:02:21.528000+00:00,15.7,1100,rC9fkNsc87GwPDWnjQugEwcbmONnmQM7nKHt9O1thwtLKeVjRh4xMta5sUbAhFrmVIU6DVAIqMQJLw,5,8,42,ok,"TFT14_Armorclad-1,TFT14_EdgeRunner-0,TFT14_HotRod-2,TFT14_Marksman-1,TFT14_Mob-0,TFT14_Supercharge-0,TFT14_Swift-0,TFT14_Techie-0,TFT14_Thirsty-2,TFT14_Virus-1","NidaleeCougar-3,Kindred-3,Shyvana-3,Jhin-3,Elise-2,MissFortune-1,Sejuani-1,Zac-1,SummonLevel2-3"
NA1_5258822957,2025-04-03 16:02:21.528000+00:00,15.7,1100,ZU38ssEBqFWVz3rxDYdTwn-5B-_51_cIRVUCTTR6_S0HcIs8mAq5Sw3J1CBVYet5K3t3p1DLWJL3zw,3,8,51,ok,"TFT14_Armorclad-2,TFT14_Divinicorp-2,TFT14_EdgeRunner-0,TFT14_Immortal-0,TFT14_Overlord-1,TFT14_Strong-1,TFT14_Suits-1,TFT14_Swift-0,TFT14_Techie-0,TFT14_ViegoUniqueTrait-1","Jax-1,Draven-2,Senna-2,Galio-2,Zed-2,Sejuani-2,Renekton-1,Viego-1,Seraphine-2"
NA1_5258822957,2025-04-03 16:02:21.528000+00:00,15.7,1100,0oTNBkGcrVuKU1RjMLBJSpJwCrcSbYSOEnZj3QW9xgKHgojFFGdGqyrdfiPEtl4eFaUxA5pm8dttyQ,8,9,0,ok,"TFT14_AnimaSquad-3,TFT14_Armorclad-1,TFT14_Controller-0,TFT14_Divinicorp-1,TFT14_EdgeRunner-0,TFT14_Marksman-1,TFT14_Overlord-1,TFT14_Strong-0,TFT14_Supercharge-0,TFT14_Thirsty-1,TFT14_Vanguard-1","Sylas-2,Jhin-1,Vayne-1,Illaoi-2,Yuumi-1,Xayah-2,Leona-1,Renekton-1,Aurora-1"
NA1_5258822957,2025-04-03 16:02:21.528000+00:00,15.7,1100,wAkRaJ7enem3g0kPWdWayanD_vheNq8WXZX8jbSLaYlcl6yGVB3ZXgu8cO1LdZSj28kHhwfou_YzAA,7,8,41,ok,"TFT14_AnimaSquad-0,TFT14_Controller-3,TFT14_Cyberboss-0,TFT14_HotRod-0,TFT14_Immortal-1,TFT14_StreetDemon-1,TFT14_Supercharge-3,TFT14_Techie-0,TFT14_ViegoUniqueTrait-1","NidaleeCougar-1,Ekko-2,Yuumi-2,Neeko-1,Ziggs-2,Annie-2,Samira-1,Viego-1,Viego-1"
NA1_5258822957,2025-04-03 16:02:21.528000+00:00,15.7,1100,32JzuhXxnhyiOxtO99EYWL_qL3YJpXT8ruBXShFKfep24XAp1mE79kTDhjk03XHXzBhCtns2U2vL2w,4,8,24,ok,"TFT14_AnimaSquad-3,TFT14_Armorclad-0,TFT14_Controller-0,TFT14_Divinicorp-1,TFT14_EdgeRunner-0,TFT14_Marksman-1,TFT14_Strong-0,TFT14_Supercharge-0,TFT14_Thirsty-2,TFT14_Vanguard-1","Sylas-2,Jhin-2,Illaoi-2,Senna-1,Yuumi-2,Xayah-2,Leona-2,Aurora-1"
NA1_5258799365,2025-04-03 15:04:33.726000+00:00,15.7,1100,aoytkcTKTKr7edLPKzkcOPKxJU8gl5CwVeIEiDAXOOUI90n7hnkq0UOIzfgXtEh4detSs9pD8-03vg,3,9,1,ok,"TFT14_AnimaSquad-0,TFT14_Bruiser-1,TFT14_Controller-4,TFT14_Cyberboss-1,TFT14_EdgeRunner-0,TFT14_Netgod-1,TFT14_StreetDemon-1,TFT14_Supercharge-1,TFT14_Techie-1","Ekko-2,Mordekaiser-2,Yuumi-2,Neeko-2,Brand-2,Ziggs-2,Samira-1,Garen-2,Kobuko-1"
NA1_5258799365,2025-04-03 15:04:33.726000+00:00,15.7,1100,LkUaK25RDQm3Go9sIjeKvZeNNflHDAdtdUN7zxsUqDj0CpI-7r9LDxQjWavlZg53-Puf1dVBNrLexA,2,9,1,ok,"TFT14_AnimaSquad-0,TFT14_Armorclad-1,TFT14_EdgeRunner-1,TFT14_HotRod-2,TFT14_Marksman-1,TFT14_Mob-0,TFT14_Supercharge-0,TFT14_Swift-1,TFT14_Techie-0,TFT14_Thirsty-3","NidaleeCougar-3,Kindred-3,Shyvana-3,Jhin-3,Elise-2,MissFortune-1,Sejuani-1,Zeri-2,Aurora-2,SummonLevel4-4"
NA1_5258799365,2025-04-03 15:04:33.726000+00:00,15.7,1100,v6_KNwErI9ID0tezo7GdEwPA3w8GTiw8mXCAn_JOkOkX31Djo0m0mZK8KMzObMJ77tHvXDyu5tRrmg,5,9,1,ok,"TFT14_AnimaSquad-0,TFT14_Bruiser-0,TFT14_Controller-3,TFT14_Cyberboss-1,TFT14_EdgeRunner-0,TFT14_HotRod-0,TFT14_Immortal-0,TFT14_StreetDemon-1,TFT14_Supercharge-4","NidaleeCougar-2,Ekko-2,Naafiri-2,Yuumi-1,Neeko-2,Ziggs-1,Annie-1,Samira-2,Kobuko-2"
NA1_5258799365,2025-04-03 15:04:33.726000+00:00,15.7,1100,6uIA8qOlDD5s8V4dwAF7z_tmJFyNWaYG04Wj0qwqrw68l9ft0fbwkLZodt4RzqV6uPyLmX5gDkWrgg,8,8,0,ok,"TFT14_AnimaSquad-0,TFT14_Armorclad-0,TFT14_Bruiser-0,TFT14_Controller-4,TFT14_Cyberboss-1,TFT14_Divinicorp-1,TFT14_EdgeRunner-0,TFT14_Immortal-0,TFT14_Overlord-1,TFT14_StreetDemon-0,TFT14_Supercharge-2","Ekko-1,Naafiri-2,Yuumi-1,Neeko-2,Ziggs-1,Annie-2,Renekton-2,Kobuko-1"
NA1_5258799365,2025-04-03 15:04:33.726000+00:00,15.7,1100,piSxAbq-fmnTGVBKlrhwdyNYweGVgWmGnoDS8rNVn7KDaX8FZPnVCmfgK8e6u6LO5lds2z-V2BZgfA,4,9,1,ok,"TFT14_AnimaSquad-1,TFT14_Divinicorp-1,TFT14_EdgeRunner-0,TFT14_Immortal-1,TFT14_Marksman-2,TFT14_Netgod-1,TFT14_StreetDemon-0,TFT14_Strong-0,TFT14_Thirsty-0,TFT14_Vanguard-2","Sylas-2,Jhin-2,Rhaast-2,Jinx-1,Jarvan-2,Xayah-2,Leona-2,Aphelios-2,Garen-1"
NA1_5258799365,2025-04-03 15:04:33.726000+00:00,15.7,1100,6s_4fk4owQ_5z9_nowhm0GO2rbczZajU9PAi4EzMhQHfW0Bk90CSd9G9FVWtUayQKYRsrlq-3a0thw,6,8,65,ok,"TFT14_Bruiser-1,TFT14_Divinicorp-2,TFT14_EdgeRunner-0,TFT14_Mob-2,TFT14_Strong-0,TFT14_Swift-1,TFT14_Thirsty-1,TFT14_Vanguard-1","Shaco-1,TwistedFate-3,Darius-3,Rhaast-3,Braum-3,Gragas-2,MissFortune-2,Zeri-1"
NA1_5258799365,2025-04-03 15:04:33.726000+00:00,15.7,1100,rC9fkNsc87GwPDWnjQugEwcbmONnmQM7nKHt9O1thwtLKeVjRh4xMta5sUbAhFrmVIU6DVAIqMQJLw,1,10,10,ok,"TFT14_AnimaSquad-0,TFT14_Bruiser-1,TFT14_Controller-3,TFT14_Cutter-0,TFT14_Cyberboss-1,TFT14_StreetDemon-3,TFT14_Strong-0,TFT14_Supercharge-1,TFT14_Techie-1","Zyra-2,DrMundo-2,Ekko-2,Rengar-2,Yuumi-2,Neeko-2,Brand-2,Ziggs-2,Samira-2,Kobuko-2"
NA1_5258799365,2025-04-03 15:04:33.726000+00:00,15.7,1100,y6T7DKvrhD6kHBk5gYCGYdVeRMBPbsdkMri28YuvpNGWst4Eg3KkLqP66iKkPPogL7ylv596JRUSDw,7,9,0,ok,"TFT14_AnimaSquad-0,TFT14_Armorclad-0,TFT14_Bruiser-1,TFT14_Cutter-0,TFT14_Divinicorp-5,TFT14_Immortal-0,TFT14_Overlord-1,TFT14_StreetDemon-0,TFT14_Strong-3,TFT14_Supercharge-0,TFT14_Vanguard-1","DrMundo-2,Vayne-2,Rhaast-2,Senna-2,Jarvan-2,Gragas-2,Vex-1,Samira-1,Renekton-1"
